Canal,Estado Reserva,Fecha,Id Reserva,Pais,Regimen Pension,Segmento,Tipo Deposito,Tipo Hab Asignada,Tipo Hab Reservada,Adr,Adultos,Antelacion Reserva,Bebes,Cancelado,fACTURACION,Niños,Noches Finde,Noches Semana,Parking,Tasa de Cancelacion,Vuelve
TA/TO,Check-Out,15/10/2015,122,GBR,BB,Online TA,No Deposit,A,A,56,2,41,0,0,224,0,2,2,0,0,0
TA/TO,Check-Out,22/11/2016,15342,GBR,BB,Online TA,No Deposit,A,A,30.24,2,53,0,0,120.96,0,2,2,0,0,0
TA/TO,Check-Out,20/12/2016,13428,GBR,BB,Online TA,No Deposit,A,A,30.24,2,77,0,0,120.96,0,2,2,0,0,0
TA/TO,Check-Out,15/06/2016,13122,GBR,BB,Online TA,No Deposit,A,A,147.25,2,108,0,0,589,0,2,2,0,0,0
TA/TO,Check-Out,04/07/2017,9844,GBR,BB,Online TA,No Deposit,A,A,81.4,2,169,0,0,325.6,0,2,2,0,0,0
TA/TO,Check-Out,16/11/2016,5424,GBR,BB,Online TA,No Deposit,A,A,37.8,2,202,0,0,151.2,0,2,2,0,0,0
TA/TO,Check-Out,24/08/2017,9927,GBR,BB,Online TA,No Deposit,A,A,140.38,2,290,0,0,561.52,0,2,2,0,0,0
TA/TO,Check-Out,26/07/2016,19184,IRL,BB,Online TA,No Deposit,A,A,183.5,2,17,0,0,734,0,2,2,0,0,0
TA/TO,Check-Out,14/06/2017,15703,IRL,BB,Online TA,No Deposit,A,A,165,2,21,0,0,660,0,2,2,0,0,0
TA/TO,Check-Out,18/04/2017,17632,IRL,BB,Online TA,No Deposit,A,A,55.83,2,88,0,0,223.32,0,2,2,0,0,0
TA/TO,Check-Out,13/04/2017,11636,IRL,BB,Online TA,No Deposit,A,A,41.58,2,200,0,0,166.32,0,2,2,0,0,0
TA/TO,Check-Out,29/03/2017,1769,IRL,BB,Online TA,No Deposit,A,A,30.24,2,226,0,0,120.96,0,2,2,0,0,0
TA/TO,Check-Out,29/03/2017,3693,IRL,BB,Online TA,No Deposit,A,A,30.24,2,226,0,0,120.96,0,2,2,0,0,0
TA/TO,Check-Out,29/03/2017,5646,IRL,BB,Online TA,No Deposit,A,A,30.24,2,226,0,0,120.96,0,2,2,0,0,0
TA/TO,Check-Out,29/03/2017,13584,IRL,BB,Online TA,No Deposit,A,A,30.24,2,226,0,0,120.96,0,2,2,0,0,0
TA/TO,Check-Out,28/12/2016,3535,ITA,BB,Online TA,No Deposit,A,A,48,2,36,0,0,192,0,2,2,0,0,0
TA/TO,Check-Out,15/10/2015,906,NLD,BB,Online TA,No Deposit,A,A,50.4,2,5,0,0,201.6,0,2,2,0,0,0
TA/TO,Check-Out,19/07/2016,11239,NLD,BB,Online TA,No Deposit,A,A,135.91,2,14,0,0,543.64,0,2,2,0,0,0
TA/TO,Check-Out,25/05/2017,15666,POL,BB,Online TA,No Deposit,A,A,72,2,3,0,0,288,0,2,2,0,0,0
TA/TO,Check-Out,06/04/2017,13602,POL,BB,Online TA,No Deposit,A,A,75,2,31,0,0,300,0,2,2,0,0,0
TA/TO,Check-Out,11/04/2017,19650,PRT,BB,Online TA,No Deposit,A,A,68,2,11,0,0,272,0,2,2,0,0,0
TA/TO,Check-Out,25/08/2015,11949,PRT,BB,Online TA,No Deposit,A,A,176.75,2,16,0,0,707,0,2,2,0,0,0
TA/TO,Check-Out,01/03/2017,13542,PRT,BB,Online TA,No Deposit,A,A,33.6,2,97,0,0,134.4,0,2,2,0,0,0
TA/TO,Check-Out,23/05/2017,11710,PRT,BB,Online TA,No Deposit,A,A,86.25,2,130,0,0,345,0,2,2,0,0,0
TA/TO,Check-Out,06/10/2016,17300,PRT,BB,Online TA,No Deposit,A,A,69,2,145,0,0,276,0,2,2,0,0,0
TA/TO,Check-Out,10/05/2016,9111,PRT,BB,Online TA,No Deposit,A,A,54.2,2,146,0,0,216.8,0,2,2,0,0,0
TA/TO,Check-Out,08/02/2017,17515,SWE,BB,Online TA,No Deposit,A,A,48,2,21,0,0,192,0,2,2,0,0,0
TA/TO,Check-Out,24/08/2017,17855,AUS,BB,Online TA,No Deposit,A,A,125.2,2,199,0,0,626,0,2,3,0,0,0
TA/TO,Check-Out,17/06/2016,3233,BEL,BB,Online TA,No Deposit,A,A,129,2,42,0,0,645,0,2,3,0,0,0
TA/TO,Check-Out,07/04/2016,1173,BEL,BB,Online TA,No Deposit,A,A,51.84,2,109,0,0,259.2,0,2,3,0,0,0
TA/TO,Check-Out,14/07/2017,15755,BEL,BB,Online TA,No Deposit,A,A,92.4,2,148,0,0,462,0,2,3,0,0,0
TA/TO,Check-Out,08/06/2016,17113,BRA,BB,Online TA,No Deposit,A,A,116.6,2,38,0,0,583,0,2,3,0,0,0
TA/TO,Check-Out,03/08/2017,3898,BRA,BB,Online TA,No Deposit,A,A,154.38,2,287,0,0,771.9,0,2,3,0,0,0
TA/TO,Check-Out,18/08/2017,15803,CHE,BB,Online TA,No Deposit,A,A,162.3,2,223,0,0,811.5,0,2,3,0,0,0
TA/TO,Check-Out,25/02/2016,18932,CN,BB,Online TA,No Deposit,A,A,48,2,0,0,0,240,0,2,3,0,0,0
TA/TO,Check-Out,02/09/2016,17245,DEU,BB,Online TA,No Deposit,A,A,175.8,2,20,0,0,879,0,2,3,0,0,0
TA/TO,Check-Out,18/08/2016,7239,ESP,BB,Online TA,No Deposit,A,A,230.6,2,5,0,0,1153,0,2,3,0,0,0
TA/TO,Check-Out,17/11/2016,11434,ESP,BB,Online TA,No Deposit,A,A,36.29,2,15,0,0,181.45,0,2,3,0,0,0
TA/TO,Check-Out,16/11/2016,19396,ESP,BB,Online TA,No Deposit,A,A,39.4,2,52,0,0,197,0,2,3,0,0,0
TA/TO,Check-Out,14/09/2016,15191,ESP,BB,Online TA,No Deposit,A,A,133,2,110,0,0,665,0,2,3,0,0,0
TA/TO,Check-Out,22/12/2016,15391,FRA,BB,Online TA,No Deposit,A,A,29.11,2,117,0,0,145.55,0,2,3,0,0,0
TA/TO,Check-Out,10/02/2016,18909,GBR,BB,Online TA,No Deposit,A,A,58,2,2,0,0,290,0,2,3,0,0,0
TA/TO,Check-Out,25/03/2016,9024,GBR,BB,Online TA,No Deposit,A,A,55.4,2,9,0,0,277,0,2,3,0,0,0
TA/TO,Check-Out,26/11/2015,2913,GBR,BB,Online TA,No Deposit,A,A,50,2,26,0,0,250,0,2,3,0,0,0
TA/TO,Check-Out,25/11/2015,14759,GBR,BB,Online TA,No Deposit,A,A,33.26,2,27,0,0,166.3,0,2,3,0,0,0
TA/TO,Check-Out,24/02/2017,15514,GBR,BB,Online TA,No Deposit,A,A,38.4,2,41,0,0,192,0,2,3,0,0,0
TA/TO,Check-Out,10/11/2016,9445,GBR,BB,Online TA,No Deposit,A,A,32.24,2,47,0,0,161.2,0,2,3,0,0,0
TA/TO,Check-Out,22/03/2016,1147,GBR,BB,Online TA,No Deposit,A,A,56,2,50,0,0,280,0,2,3,0,0,0
TA/TO,Check-Out,27/07/2016,5224,GBR,BB,Online TA,No Deposit,A,A,123.2,2,119,0,0,616,0,2,3,0,0,0
TA/TO,Check-Out,22/09/2015,7974,GBR,BB,Online TA,No Deposit,A,A,74,2,138,0,0,370,0,2,3,0,0,0
TA/TO,Check-Out,10/05/2016,9114,GBR,BB,Online TA,No Deposit,A,A,52.2,2,164,0,0,261,0,2,3,0,0,0
TA/TO,Check-Out,28/09/2016,15211,GBR,BB,Online TA,No Deposit,A,A,95,2,186,0,0,475,0,2,3,0,0,0
TA/TO,Check-Out,28/09/2016,19288,GBR,BB,Online TA,No Deposit,A,A,95,2,186,0,0,475,0,2,3,0,0,0
TA/TO,Check-Out,28/06/2017,1905,GBR,BB,Online TA,No Deposit,A,A,76.23,2,222,0,0,381.15,0,2,3,0,0,0
TA/TO,Check-Out,28/06/2017,17769,GBR,BB,Online TA,No Deposit,A,A,76.23,2,222,0,0,381.15,0,2,3,0,0,0
TA/TO,Check-Out,15/08/2017,5860,GBR,BB,Online TA,No Deposit,A,A,101.22,2,286,0,0,506.1,0,2,3,0,0,0
TA/TO,Check-Out,07/06/2017,7740,GBR,BB,Online TA,No Deposit,A,A,80.1,2,297,0,0,400.5,0,2,3,0,0,0
TA/TO,Check-Out,12/05/2017,3752,GBR,BB,Online TA,No Deposit,A,A,41.58,2,314,0,0,207.9,0,2,3,0,0,0
TA/TO,Check-Out,19/04/2016,19032,IRL,BB,Online TA,No Deposit,A,A,65,2,8,0,0,325,0,2,3,0,0,0
TA/TO,Check-Out,18/05/2017,15654,IRL,BB,Online TA,No Deposit,A,A,92,2,21,0,0,460,0,2,3,0,0,0
TA/TO,Check-Out,13/06/2017,13722,IRL,BB,Online TA,No Deposit,A,A,140,2,21,0,0,700,0,2,3,0,0,0
TA/TO,Check-Out,09/06/2016,3219,IRL,BB,Online TA,No Deposit,A,A,121.4,2,38,0,0,607,0,2,3,0,0,0
TA/TO,Check-Out,04/11/2016,1532,IRL,BB,Online TA,No Deposit,A,A,48.4,2,47,0,0,242,0,2,3,0,0,0
TA/TO,Check-Out,06/04/2017,13601,IRL,BB,Online TA,No Deposit,A,A,70,2,47,0,0,350,0,2,3,0,0,0
TA/TO,Check-Out,21/10/2016,13329,IRL,BB,Online TA,No Deposit,A,A,76.6,2,52,0,0,383,0,2,3,0,0,0
TA/TO,Check-Out,08/04/2016,12998,PRT,BB,Online TA,No Deposit,A,A,52.2,2,81,0,0,261,0,2,3,0,0,0
TA/TO,Check-Out,26/08/2016,9295,PRT,BB,Online TA,No Deposit,A,A,191,2,87,0,0,955,0,2,3,0,0,0
TA/TO,Check-Out,14/09/2016,3366,PRT,BB,Online TA,No Deposit,A,A,130,2,116,0,0,650,0,2,3,0,0,0
TA/TO,Check-Out,02/09/2015,2815,PRT,BB,Online TA,No Deposit,A,A,123.6,2,236,0,0,618,0,2,3,0,0,0
TA/TO,Check-Out,02/09/2015,15899,RUS,BB,Online TA,No Deposit,A,A,101.16,2,30,0,0,505.8,0,2,3,0,0,0
TA/TO,Check-Out,02/09/2016,7257,AUT,BB,Online TA,No Deposit,A,A,169,2,1,0,0,1014,0,2,4,0,0,0
TA/TO,Check-Out,15/11/2016,3469,BEL,BB,Online TA,No Deposit,A,A,37.8,2,45,0,0,226.8,0,2,4,0,0,0
TA/TO,Check-Out,02/09/2017,2017,BGR,BB,Online TA,No Deposit,A,A,168,2,59,0,0,1008,0,2,4,0,0,0
TA/TO,Check-Out,27/08/2015,10020,CHE,BB,Online TA,No Deposit,A,A,178.33,2,32,0,0,1069.98,0,2,4,0,0,0
TA/TO,Check-Out,08/01/2016,18868,CMR,BB,Online TA,No Deposit,A,A,50.83,2,39,0,0,304.98,0,2,4,0,0,0
TA/TO,Check-Out,30/09/2016,19291,CN,BB,Online TA,No Deposit,A,A,95.67,2,153,0,0,574.02,0,2,4,0,0,0
TA/TO,Check-Out,10/03/2016,1123,ESP,BB,Online TA,No Deposit,A,A,56,2,31,0,0,336,0,2,4,0,0,0
TA/TO,Check-Out,22/08/2017,11859,ESP,BB,Online TA,No Deposit,A,A,241.67,2,76,0,0,1450.02,0,2,4,0,0,0
TA/TO,Check-Out,15/03/2016,1134,FRA,BB,Online TA,No Deposit,A,A,48,2,40,0,0,288,0,2,4,0,0,0
TA/TO,Check-Out,31/10/2015,6772,FRA,BB,Online TA,No Deposit,A,A,45,2,129,0,0,270,0,2,4,0,0,0
TA/TO,Check-Out,27/05/2017,3778,FRA,BB,Online TA,No Deposit,A,A,96.67,2,251,0,0,580.02,0,2,4,0,0,0
TA/TO,Check-Out,01/07/2016,13140,GBR,BB,Online TA,No Deposit,A,A,131,2,2,0,0,786,0,2,4,0,0,0
TA/TO,Check-Out,06/02/2016,8943,GBR,BB,Online TA,No Deposit,A,A,35.11,2,9,0,0,210.66,0,2,4,0,0,0
TA/TO,Check-Out,12/11/2016,19383,GBR,BB,Online TA,No Deposit,A,A,37.8,2,29,0,0,226.8,0,2,4,0,0,0
TA/TO,Check-Out,16/09/2016,3370,GBR,BB,Online TA,No Deposit,A,A,130.67,2,126,0,0,784.02,0,2,4,0,0,0
TA/TO,Check-Out,12/04/2016,1183,GBR,BB,Online TA,No Deposit,A,A,54.2,2,155,0,0,325.2,0,2,4,0,0,0
TA/TO,Check-Out,26/07/2017,17810,GBR,BB,Online TA,No Deposit,A,A,115.2,2,160,0,0,691.2,0,2,4,0,0,0
TA/TO,Check-Out,02/08/2016,15127,GBR,BB,Online TA,No Deposit,A,A,140,2,181,0,0,840,0,2,4,0,0,0
TA/TO,Check-Out,12/09/2015,859,IRL,BB,Online TA,No Deposit,A,A,100.87,2,32,0,0,605.22,0,2,4,0,0,0
TA/TO,Check-Out,02/10/2015,2118,IRL,BB,Online TA,No Deposit,A,A,73.5,2,64,0,0,441,0,2,4,0,0,0
TA/TO,Check-Out,03/09/2015,4021,IRL,BB,Online TA,No Deposit,A,A,109.83,2,67,0,0,658.98,0,2,4,0,0,0
TA/TO,Check-Out,07/06/2016,5155,IRL,BB,Online TA,No Deposit,A,A,82,2,107,0,0,492,0,2,4,0,0,0
TA/TO,Check-Out,29/10/2016,19352,IRL,BB,Online TA,No Deposit,A,A,49,2,115,0,0,294,0,2,4,0,0,0
TA/TO,Check-Out,25/01/2017,17488,POL,BB,Online TA,No Deposit,A,A,38.5,2,135,0,0,231,0,2,4,0,0,0
TA/TO,Check-Out,02/07/2016,5188,PRT,BB,Online TA,No Deposit,A,A,123.33,2,98,0,0,739.98,0,2,4,0,0,0
TA/TO,Check-Out,04/01/2017,3559,PRT,BB,Online TA,No Deposit,A,A,54.9,2,219,0,0,329.4,0,2,4,0,0,0
TA/TO,Check-Out,23/06/2016,15078,ROU,BB,Online TA,No Deposit,A,A,72,2,161,0,0,432,0,2,4,0,0,0
TA/TO,Check-Out,29/06/2017,17770,ROU,BB,Online TA,No Deposit,A,A,80.1,2,292,0,0,480.6,0,2,4,0,0,0
TA/TO,Check-Out,10/10/2015,4057,BEL,BB,Online TA,No Deposit,A,A,74.14,2,19,0,0,518.98,0,2,5,0,0,0
TA/TO,Check-Out,04/03/2017,9636,BEL,BB,Online TA,No Deposit,A,A,53.14,2,69,0,0,371.98,0,2,5,0,0,0
TA/TO,Check-Out,25/05/2016,7123,BEL,BB,Online TA,No Deposit,A,A,63,2,84,0,0,441,0,2,5,0,0,0
TA/TO,Check-Out,11/05/2016,5110,BEL,BB,Online TA,No Deposit,A,A,68,2,92,0,0,476,0,2,5,0,0,0
TA/TO,Check-Out,08/12/2015,10102,BEL,BB,Online TA,No Deposit,A,A,29.16,2,118,0,0,204.12,0,2,5,0,0,0
TA/TO,Check-Out,24/03/2016,8106,BEL,BB,Online TA,No Deposit,A,A,40.5,2,148,0,0,283.5,0,2,5,0,0,0
TA/TO,Check-Out,24/06/2017,15717,BEL,BB,Online TA,No Deposit,A,A,110,2,156,0,0,770,0,2,5,0,0,0
TA/TO,Check-Out,30/09/2015,6718,CHE,BB,Online TA,No Deposit,A,A,83,2,309,0,0,581,0,2,5,0,0,0
TA/TO,Check-Out,01/03/2017,5599,CN,BB,Online TA,No Deposit,A,A,35.11,2,34,0,0,245.77,0,2,5,0,0,0
TA/TO,Check-Out,05/11/2016,19362,CN,BB,Online TA,No Deposit,A,A,46.69,2,36,0,0,326.83,0,2,5,0,0,0
TA/TO,Check-Out,23/03/2016,3085,CN,BB,Online TA,No Deposit,A,A,49.43,2,56,0,0,346.01,0,2,5,0,0,0
TA/TO,Check-Out,16/07/2016,5205,CN,BB,Online TA,No Deposit,A,A,83,2,187,0,0,581,0,2,5,0,0,0
TA/TO,Check-Out,20/05/2017,15657,DEU,BB,Online TA,No Deposit,A,A,86.43,2,5,0,0,605.01,0,2,5,0,0,0
TA/TO,Check-Out,01/11/2015,8009,DEU,BB,Online TA,No Deposit,A,A,47,2,62,0,0,329,0,2,5,0,0,0
TA/TO,Check-Out,10/10/2015,5992,DEU,BB,Online TA,No Deposit,A,A,40.96,2,70,0,0,286.72,0,2,5,0,0,0
TA/TO,Check-Out,17/04/2016,9062,DEU,BB,Online TA,No Deposit,A,A,52.2,2,90,0,0,365.4,0,2,5,0,0,0
TA/TO,Check-Out,25/08/2017,17859,ESP,BB,Online TA,No Deposit,A,A,160,2,197,0,0,1120,0,2,5,0,0,0
TA/TO,Check-Out,23/04/2016,1204,FIN,BB,Online TA,No Deposit,A,A,52.2,2,96,0,0,365.4,0,2,5,0,0,0
TA/TO,Check-Out,14/11/2016,1548,FRA,BB,Online TA,No Deposit,A,A,39.51,2,36,0,0,276.57,0,2,5,0,0,0
TA/TO,Check-Out,12/09/2016,19262,FRA,BB,Online TA,No Deposit,A,A,83,2,231,0,0,581,0,2,5,0,0,0
TA/TO,Check-Out,23/02/2016,18928,GBR,BB,Online TA,No Deposit,A,A,45.5,2,0,0,0,318.5,0,2,5,0,0,0
TA/TO,Check-Out,02/09/2016,13258,GBR,BB,Online TA,No Deposit,A,A,147.94,2,11,0,0,1035.58,0,2,5,0,0,0
TA/TO,Check-Out,11/02/2017,5570,GBR,BB,Online TA,No Deposit,A,A,38.4,2,25,0,0,268.8,0,2,5,0,0,0
TA/TO,Check-Out,09/01/2017,15426,GBR,BB,Online TA,No Deposit,A,A,42,2,39,0,0,294,0,2,5,0,0,0
TA/TO,Check-Out,13/02/2017,5575,GBR,BB,Online TA,No Deposit,A,A,48,2,47,0,0,336,0,2,5,0,0,0
TA/TO,Check-Out,03/10/2015,14693,GBR,BB,Online TA,No Deposit,A,A,72.43,2,52,0,0,507.01,0,2,5,0,0,0
TA/TO,Check-Out,10/10/2015,13965,GBR,BB,Online TA,No Deposit,A,A,56,2,53,0,0,392,0,2,5,0,0,0
TA/TO,Check-Out,12/11/2016,13372,GBR,BB,Online TA,No Deposit,A,A,30.24,2,60,0,0,211.68,0,2,5,0,0,0
TA/TO,Check-Out,31/12/2016,17440,GBR,BB,Online TA,No Deposit,A,A,63.03,2,62,0,0,441.21,0,2,5,0,0,0
TA/TO,Check-Out,30/01/2017,9577,GBR,BB,Online TA,No Deposit,A,A,43.71,2,63,0,0,305.97,0,2,5,0,0,0
TA/TO,Check-Out,22/06/2016,17133,GBR,BB,Online TA,No Deposit,A,A,119,2,67,0,0,833,0,2,5,0,0,0
TA/TO,Check-Out,02/04/2017,17601,GBR,BB,Online TA,No Deposit,A,A,55.14,2,74,0,0,385.98,0,2,5,0,0,0
TA/TO,Check-Out,26/12/2016,17429,GBR,BB,Online TA,No Deposit,A,A,30.24,2,80,0,0,211.68,0,2,5,0,0,0
TA/TO,Check-Out,26/12/2015,1000,GBR,BB,Online TA,No Deposit,A,A,40.5,2,93,0,0,283.5,0,2,5,0,0,0
TA/TO,Check-Out,26/11/2016,1565,GBR,BB,Online TA,No Deposit,A,A,8,2,95,0,0,56,0,2,5,0,0,0
TA/TO,Check-Out,26/04/2016,5081,GBR,BB,Online TA,No Deposit,A,A,42.19,2,99,0,0,295.33,0,2,5,0,0,0
TA/TO,Check-Out,08/02/2016,2212,GBR,BB,Online TA,No Deposit,A,A,43.2,2,101,0,0,302.4,0,2,5,0,0,0
TA/TO,Check-Out,11/05/2017,13675,GBR,BB,Online TA,No Deposit,A,A,63.2,2,114,0,0,442.4,0,2,5,0,0,0
TA/TO,Check-Out,08/10/2015,2124,GBR,BB,Online TA,No Deposit,A,A,36.74,2,115,0,0,257.18,0,2,5,0,0,0
TA/TO,Check-Out,27/07/2016,9227,GBR,BB,Online TA,No Deposit,A,A,158.2,2,119,0,0,1107.4,0,2,5,0,0,0
TA/TO,Check-Out,02/10/2016,1479,GBR,BB,Online TA,No Deposit,A,A,93.86,2,126,0,0,657.02,0,2,5,0,0,0
TA/TO,Check-Out,25/05/2016,7122,GBR,BB,Online TA,No Deposit,A,A,52.2,2,133,0,0,365.4,0,2,5,0,0,0
TA/TO,Check-Out,02/11/2016,17345,GBR,BB,Online TA,No Deposit,A,A,38.46,2,137,0,0,269.22,0,2,5,0,0,0
TA/TO,Check-Out,17/09/2016,7280,GBR,BB,Online TA,No Deposit,A,A,136.14,2,138,0,0,952.98,0,2,5,0,0,0
TA/TO,Check-Out,02/11/2016,19359,GBR,BB,Online TA,No Deposit,A,A,49.94,2,149,0,0,349.58,0,2,5,0,0,0
TA/TO,Check-Out,04/06/2017,13709,GBR,BB,Online TA,No Deposit,A,A,97.43,2,159,0,0,682.01,0,2,5,0,0,0
TA/TO,Check-Out,21/06/2016,1303,GBR,BB,Online TA,No Deposit,A,A,55.44,2,162,0,0,388.08,0,2,5,0,0,0
TA/TO,Check-Out,25/11/2015,10097,GBR,BB,Online TA,No Deposit,A,A,26.33,2,163,0,0,184.31,0,2,5,0,0,0
TA/TO,Check-Out,13/07/2017,17794,GBR,BB,Online TA,No Deposit,A,A,93.54,2,176,0,0,654.78,0,2,5,0,0,0
TA/TO,Check-Out,09/09/2016,7271,GBR,BB,Online TA,No Deposit,A,A,131,2,177,0,0,917,0,2,5,0,0,0
TA/TO,Check-Out,08/10/2016,15232,GBR,BB,Online TA,No Deposit,A,A,69,2,183,0,0,483,0,2,5,0,0,0
TA/TO,Check-Out,20/03/2016,14937,GBR,BB,Online TA,No Deposit,A,A,23.7,2,201,0,0,165.9,0,2,5,0,0,0
TA/TO,Check-Out,03/09/2017,5886,GBR,BB,Online TA,No Deposit,A,A,118.75,2,202,0,0,831.25,0,2,5,0,0,0
TA/TO,Check-Out,20/02/2016,14052,GBR,BB,Online TA,No Deposit,A,A,23.7,2,203,0,0,165.9,0,2,5,0,0,0
TA/TO,Check-Out,20/06/2016,15072,GBR,BB,Online TA,No Deposit,A,A,72,2,209,0,0,504,0,2,5,0,0,0
TA/TO,Check-Out,05/07/2017,1915,GBR,BB,Online TA,No Deposit,A,A,81.2,2,220,0,0,568.4,0,2,5,0,0,0
TA/TO,Check-Out,09/04/2016,16087,GBR,BB,Online TA,No Deposit,A,A,42.19,2,222,0,0,295.33,0,2,5,0,0,0
TA/TO,Check-Out,10/07/2017,9854,GBR,BB,Online TA,No Deposit,A,A,112,2,226,0,0,784,0,2,5,0,0,0
TA/TO,Check-Out,14/05/2016,12175,GBR,BB,Online TA,No Deposit,A,A,41.62,2,232,0,0,291.34,0,2,5,0,0,0
TA/TO,Check-Out,08/07/2017,15746,GBR,BB,Online TA,No Deposit,A,A,101,2,244,0,0,707,0,2,5,0,0,0
TA/TO,Check-Out,24/06/2017,17761,GBR,BB,Online TA,No Deposit,A,A,84.37,2,257,0,0,590.59,0,2,5,0,0,0
TA/TO,Check-Out,22/06/2016,18195,GBR,BB,Online TA,No Deposit,A,A,55.44,2,268,0,0,388.08,0,2,5,0,0,0
TA/TO,Check-Out,04/07/2017,11781,GBR,BB,Online TA,No Deposit,A,A,87.79,2,283,0,0,614.53,0,2,5,0,0,0
TA/TO,Check-Out,08/07/2017,11786,GBR,BB,Online TA,No Deposit,A,A,76.7,2,327,0,0,536.9,0,2,5,0,0,0
TA/TO,Check-Out,24/08/2017,2001,GBR,BB,Online TA,No Deposit,A,A,110.7,2,342,0,0,774.9,0,2,5,0,0,0
TA/TO,Check-Out,24/08/2017,9928,GBR,BB,Online TA,No Deposit,A,A,112.7,2,342,0,0,788.9,0,2,5,0,0,0
TA/TO,Check-Out,03/08/2016,13197,HUN,BB,Online TA,No Deposit,A,A,187.57,2,23,0,0,1312.99,0,2,5,0,0,0
TA/TO,Check-Out,14/01/2016,14820,IRL,BB,Online TA,No Deposit,A,A,48,2,12,0,0,336,0,2,5,0,0,0
TA/TO,Check-Out,04/09/2015,8748,IRL,BB,Online TA,No Deposit,A,A,122.43,2,23,0,0,857.01,0,2,5,0,0,0
TA/TO,Check-Out,28/08/2015,4015,IRL,BB,Online TA,No Deposit,A,A,174.71,2,35,0,0,1222.97,0,2,5,0,0,0
TA/TO,Check-Out,12/11/2016,5412,IRL,BB,Online TA,No Deposit,A,A,39.51,2,41,0,0,276.57,0,2,5,0,0,0
TA/TO,Check-Out,25/09/2015,16722,IRL,BB,Online TA,No Deposit,A,A,86.86,2,77,0,0,608.02,0,2,5,0,0,0
TA/TO,Check-Out,26/05/2017,19714,IRL,BB,Online TA,No Deposit,A,A,85,2,99,0,0,595,0,2,5,0,0,0
TA/TO,Check-Out,28/05/2017,9783,IRL,BB,Online TA,No Deposit,A,A,85,2,102,0,0,595,0,2,5,0,0,0
TA/TO,Check-Out,22/06/2016,13133,IRL,BB,Online TA,No Deposit,A,A,107.71,2,107,0,0,753.97,0,2,5,0,0,0
TA/TO,Check-Out,29/05/2016,13098,IRL,BB,Online TA,No Deposit,A,A,47.13,2,109,0,0,329.91,0,2,5,0,0,0
TA/TO,Check-Out,24/05/2016,5135,IRL,BB,Online TA,No Deposit,A,A,54.2,2,126,0,0,379.4,0,2,5,0,0,0
TA/TO,Check-Out,23/07/2016,3282,IRL,BB,Online TA,No Deposit,A,A,142,2,143,0,0,994,0,2,5,0,0,0
TA/TO,Check-Out,21/06/2017,13736,IRL,BB,Online TA,No Deposit,A,A,81.2,2,145,0,0,568.4,0,2,5,0,0,0
TA/TO,Check-Out,07/06/2016,19125,IRL,BB,Online TA,No Deposit,A,A,69.17,2,146,0,0,484.19,0,2,5,0,0,0
TA/TO,Check-Out,11/06/2016,1281,IRL,BB,Online TA,No Deposit,A,A,73.71,2,150,0,0,515.97,0,2,5,0,0,0
TA/TO,Check-Out,11/06/2016,13119,IRL,BB,Online TA,No Deposit,A,A,73.71,2,150,0,0,515.97,0,2,5,0,0,0
TA/TO,Check-Out,29/09/2015,17970,IRL,BB,Online TA,No Deposit,A,A,75.43,2,158,0,0,528.01,0,2,5,0,0,0
TA/TO,Check-Out,27/10/2016,1517,IRL,BB,Online TA,No Deposit,A,A,52.71,2,166,0,0,368.97,0,2,5,0,0,0
TA/TO,Check-Out,03/07/2016,19167,IRL,BB,Online TA,No Deposit,A,A,74.57,2,167,0,0,521.99,0,2,5,0,0,0
TA/TO,Check-Out,25/02/2017,15516,IRL,BB,Online TA,No Deposit,A,A,37.8,2,183,0,0,264.6,0,2,5,0,0,0
TA/TO,Check-Out,09/06/2016,19128,IRL,BB,Online TA,No Deposit,A,A,72,2,187,0,0,504,0,2,5,0,0,0
TA/TO,Check-Out,30/07/2017,9889,IRL,BB,Online TA,No Deposit,A,A,155.75,2,188,0,0,1090.25,0,2,5,0,0,0
TA/TO,Check-Out,19/04/2016,14089,IRL,BB,Online TA,No Deposit,A,A,52.2,2,192,0,0,365.4,0,2,5,0,0,0
TA/TO,Check-Out,03/09/2017,7879,IRL,BB,Online TA,No Deposit,A,A,118.75,2,202,0,0,831.25,0,2,5,0,0,0
TA/TO,Check-Out,23/05/2017,3772,IRL,BB,Online TA,No Deposit,A,A,78.5,2,205,0,0,549.5,0,2,5,0,0,0
TA/TO,Check-Out,23/05/2017,19705,IRL,BB,Online TA,No Deposit,A,A,78.5,2,205,0,0,549.5,0,2,5,0,0,0
TA/TO,Check-Out,06/06/2016,14171,IRL,BB,Online TA,No Deposit,A,A,66.34,2,215,0,0,464.38,0,2,5,0,0,0
TA/TO,Check-Out,06/06/2016,18181,IRL,BB,Online TA,No Deposit,A,A,66.34,2,215,0,0,464.38,0,2,5,0,0,0
TA/TO,Check-Out,06/06/2016,6189,IRL,BB,Online TA,No Deposit,A,A,68.06,2,215,0,0,476.42,0,2,5,0,0,0
TA/TO,Check-Out,08/05/2017,17675,IRL,BB,Online TA,No Deposit,A,A,64,2,239,0,0,448,0,2,5,0,0,0
TA/TO,Check-Out,11/09/2016,9322,IRL,BB,Online TA,No Deposit,A,A,81,2,242,0,0,567,0,2,5,0,0,0
TA/TO,Check-Out,11/09/2016,17257,IRL,BB,Online TA,No Deposit,A,A,82.71,2,242,0,0,578.97,0,2,5,0,0,0
